Date,Time,Elapsed Time,Message,Burner/Lower Element,,Burner/Lower Element,Upper Element,Upper Element Corey,Total Uncorr. Gas Cons.,Total Corr. Gas Cons,Total Corr. Gas Cons Corey,Gas Rate (BTU/hr),Q Gas,Q Gas Corey,Q Elec,Q Elec Corey,Q Total,Q Total Corey,Total Water Cons. @Outlet,Water Flow Rate @Outlet,Water Flow Rate @Inlet,Total Water Cons. @Inlet,Total Water Cons. @Inlet Corey,Mean Tank Temp,Max Mean Tank Temp,Voltage,Current,Watts,Watt-Hours,Inlet Temp,Outlet Temp,Ambient Temp,Probe 1,Probe 2,Probe 3,Probe 4,Probe 5,Probe 6,Gas Temp,Barometer,Gas Meter Pressure,Manifold Pressure,High Flow Water Reg.,Humidity,Oil Heating Value,Water Scale Factor,Gas Scale Factor,Gas CF,Delta,Water Press.,Inlet,Outlet,Oil Scale Factor,Bypass Valve,Oil Heating Value,HV Type Selected,Tohx,Comb. Air Temp,Mean Tank Temp (60s Avg),
7/16/2020,19:39:19,41501.6,Draw 6,ON,,1,OFF,0,70.46,69.157,45.317,0,74825.952,49013.04,4671.222,0,79497.173,49013.04,161.48,1.731,1.704,160.291,2.835,127.638,132.044,0,0,0,1369,57.74,139.243,67.925,138.214,136.576,132.253,126.511,123.629,108.645,67.88,29.185,9.507,3.99,0.007,0,1081.815,5000,250,0.981,81.504,73.775,-100020.458,-100056.565,500000,OFF,1063,Oil,-100056.565,-100056.565,128.667,3.377
7/16/2020,19:39:22,41504.6,Draw 6,ON,,1,OFF,0,70.488,69.184,45.344,0,74855.675,49042.763,4671.222,0,79526.897,49042.763,161.566,1.727,1.7,160.376,2.92,127.641,132.044,0,0,0,1369,57.742,139.21,67.93,138.17,136.564,132.092,126.596,123.934,108.491,67.88,29.185,9.506,3.988,0.007,0,1081.815,5000,250,0.981,81.468,73.781,-100017.636,-100053.769,500000,OFF,1063,Oil,-100053.769,-100053.769,128.55,3.494
7/16/2020,19:39:25,41507.6,Draw 6,ON,,1,OFF,0,70.532,69.227,45.387,0,74902.383,49089.471,4671.222,0,79573.605,49089.471,161.653,1.727,1.7,160.461,3.005,127.78,132.044,0,0,0,1369,57.751,139.188,67.932,138.13,136.499,132.016,126.597,124.554,108.881,67.88,29.185,9.507,3.977,0.007,0,1081.815,5000,250,0.981,81.437,73.791,-100017.736,-100053.893,500000,OFF,1063,Oil,-100053.893,-100053.893,128.455,3.589
7/16/2020,19:39:28,41510.6,Draw 6,ON,,1,OFF,0,70.564,69.259,45.419,0,74936.352,49123.44,4671.222,0,79607.574,49123.44,161.739,1.727,1.7,160.546,3.09,127.563,132.044,0,0,0,1369,57.754,139.174,67.935,138.087,136.314,132.005,126.645,124.594,107.737,67.879,29.185,9.505,3.988,0.007,0,1081.815,5000,250,0.981,81.42,73.798,-100019.191,-100055.319,500000,OFF,1063,Oil,-100055.319,-100055.319,128.366,3.678
7/16/2020,19:39:31,41513.6,Draw 6,ON,,1,OFF,0,70.592,69.286,45.446,0,74966.076,49153.164,4671.222,0,79637.297,49153.164,161.825,1.727,1.699,160.631,3.175,127.431,132.044,0,0,0,1369,57.75,139.15,67.937,138.053,136.338,131.91,126.672,124.526,107.091,67.879,29.185,9.504,3.982,0.007,0,1081.815,5000,250,0.981,81.399,73.789,-100019.66,-100055.898,500000,OFF,1063,Oil,-100055.898,-100055.898,128.262,3.782
7/16/2020,19:39:34,41516.6,Draw 6,ON,,1,OFF,0,70.628,69.322,45.482,0,75004.291,49191.379,4671.222,0,79675.513,49191.379,161.912,1.727,1.699,160.716,3.26,127.371,132.044,0,0,0,1369,57.743,139.155,67.94,137.989,136.325,131.944,126.789,124.455,106.722,67.88,29.185,9.506,4,0.007,0,1081.815,5000,250,0.981,81.411,73.792,-100018.011,-100054.136,500000,OFF,1063,Oil,-100054.136,-100054.136,128.158,3.886
7/16/2020,19:39:37,41519.6,Draw 6,ON,,1,OFF,0,70.668,69.361,45.521,0,75046.753,49233.841,4671.222,0,79717.975,49233.841,161.998,1.723,1.695,160.801,3.345,127.282,132.044,0,0,0,1369,57.742,139.144,67.941,137.966,136.228,131.955,126.935,124.401,106.205,67.879,29.185,9.505,3.985,0.007,0,1081.815,5000,250,0.981,81.403,73.8,-100019.47,-100055.59,500000,OFF,1063,Oil,-100055.59,-100055.59,128.061,3.983
7/16/2020,19:39:38,41520.6,1 min data,ON,,1,OFF,0,70.676,69.369,45.529,0,75055.245,49242.333,4671.222,0,79726.467,49242.333,162.027,1.727,1.7,160.829,3.373,127.226,132.044,0,0,0,1369,57.748,139.133,67.94,137.946,136.168,131.959,126.924,124.15,106.21,67.879,29.185,9.504,3.982,0.007,0,1081.815,5000,250,0.981,81.385,73.799,-100019.413,-100055.608,500000,OFF,1063,Oil,-100055.608,-100055.608,128.031,4.013
7/16/2020,19:39:40,41522.6,Draw 6,ON,,1,OFF,0,70.696,69.388,45.548,0,75076.476,49263.564,4671.222,0,79747.698,49263.564,162.084,1.723,1.696,160.886,3.43,127.229,132.044,0,0,0,1369,57.75,139.057,67.939,137.921,136.076,131.937,126.84,124.28,106.322,67.879,29.185,9.506,3.985,0.007,0,1081.815,5000,250,0.981,81.307,73.802,-100018.912,-100054.965,500000,OFF,1063,Oil,-100054.965,-100054.965,127.975,4.069
7/16/2020,19:39:43,41525.6,Draw 6,ON,,1,OFF,0,70.728,69.42,45.58,0,75110.446,49297.534,4671.222,0,79781.668,49297.534,162.17,1.723,1.696,160.97,3.514,127.344,132.044,0,0,0,1369,57.752,139.001,67.943,137.855,136.011,131.968,126.783,124.844,106.601,67.879,29.185,9.505,3.979,0.007,0,1081.815,5000,250,0.981,81.249,73.81,-100016.185,-100052.301,500000,OFF,1063,Oil,-100052.301,-100052.301,127.908,4.136
7/16/2020,19:39:46,41528.6,Draw 6,ON,,1,OFF,0,70.768,69.459,45.619,0,75152.908,49339.996,4671.222,0,79824.13,49339.996,162.256,1.719,1.692,161.055,3.599,127.167,132.044,0,0,0,1369,57.754,138.952,67.942,137.837,136.077,132.06,126.946,124.552,105.532,67.877,29.185,9.505,3.973,0.007,0,1081.815,5000,250,0.981,81.198,73.815,-100020.557,-100056.675,500000,OFF,1063,Oil,-100056.675,-100056.675,127.84,4.204
7/16/2020,19:39:49,41531.6,Draw 6,ON,,1,OFF,0,70.796,69.486,45.646,0,75182.631,49369.719,4671.222,0,79853.853,49369.719,162.342,1.719,1.692,161.14,3.684,127.076,132.044,0,0,0,1369,57.754,138.896,67.944,137.765,136.148,132.05,126.914,124.299,105.282,67.878,29.185,9.505,3.979,0.007,0,1081.815,5000,250,0.981,81.142,73.812,-100015.697,-100051.871,500000,OFF,1063,Oil,-100051.871,-100051.871,127.762,4.282
7/16/2020,19:39:52,41534.6,Draw 6,ON,,1,OFF,0,70.828,69.518,45.678,0,75216.6,49403.688,4671.222,0,79887.822,49403.688,162.428,1.72,1.693,161.224,3.768,127.247,132.044,0,0,0,1369,57.756,138.839,67.949,137.737,136.183,132.02,126.953,124.589,106.001,67.878,29.185,9.505,3.994,0.007,0,1081.815,5000,250,0.981,81.083,73.816,-100021.256,-100057.419,500000,OFF,1063,Oil,-100057.419,-100057.419,127.691,4.353
7/16/2020,19:39:55,41537.6,Draw 6,ON,,1,OFF,0,70.872,69.561,45.721,0,75263.308,49450.396,4671.222,0,79934.53,49450.396,162.514,1.719,1.692,161.309,3.853,127.307,132.044,0,0,0,1369,57.761,138.827,67.951,137.666,136.071,131.945,126.939,124.758,106.46,67.879,29.185,9.506,3.978,0.007,0,1081.815,5000,250,0.981,81.066,73.8,-100019.196,-100055.278,500000,OFF,1063,Oil,-100055.278,-100055.278,127.633,4.411
7/16/2020,19:39:58,41540.6,Draw 6,ON,,1,OFF,0,70.904,69.592,45.752,0,75297.278,49484.366,4671.222,0,79968.5,49484.366,162.6,1.719,1.692,161.393,3.937,126.933,132.044,0,0,0,1369,57.761,138.796,67.951,137.627,136.033,131.921,127.022,123.854,105.145,67.878,29.185,9.504,3.981,0.007,0,1081.815,5000,250,0.981,81.035,73.807,-100022.579,-100058.782,500000,OFF,1063,Oil,-100058.782,-100058.782,127.577,4.467
7/16/2020,19:40:01,41543.6,Draw 6,ON,,1,OFF,0,70.932,69.62,45.78,0,75327.001,49514.089,4671.222,0,79998.223,49514.089,162.685,1.715,1.688,161.478,4.022,126.931,132.044,0,0,0,1369,57.756,138.712,67.954,137.565,135.977,131.838,127.1,124.112,104.997,67.878,29.185,9.503,3.99,0.007,0,1081.815,5000,250,0.981,80.955,73.812,-100017.095,-100053.215,500000,OFF,1063,Oil,-100053.215,-100053.215,127.516,4.528
7/16/2020,19:40:04,41546.6,Draw 6,ON,,1,OFF,0,70.968,69.655,45.815,0,75365.217,49552.305,4671.222,0,80036.439,49552.305,162.771,1.719,1.692,161.562,4.106,126.881,132.044,0,0,0,1369,57.756,138.691,67.955,137.505,135.916,131.937,127.097,124.495,104.337,67.878,29.185,9.505,3.99,0.007,0,1081.815,5000,250,0.981,80.935,73.822,-100018.918,-100055.018,500000,OFF,1063,Oil,-100055.018,-100055.018,127.462,4.582
7/16/2020,19:40:07,41549.6,Draw 6,ON,,1,OFF,0,71.004,69.691,45.851,0,75403.432,49590.52,4671.222,0,80074.654,49590.52,162.857,1.714,1.687,161.647,4.191,126.686,132.044,0,0,0,1369,57.758,138.69,67.954,137.441,135.879,132.089,127.051,123.574,104.079,67.878,29.185,9.505,3.992,0.007,0,1081.815,5000,250,0.981,80.932,73.821,-100019.226,-100055.37,500000,OFF,1063,Oil,-100055.37,-100055.37,127.4,4.644
7/16/2020,19:40:10,41552.6,Draw 6,ON,,1,OFF,0,71.032,69.718,45.878,0,75433.156,49620.244,4671.222,0,80104.378,49620.244,162.943,1.715,1.688,161.731,4.275,126.528,132.044,0,0,0,1369,57.762,138.683,67.955,137.378,135.795,132.006,126.964,123.208,103.82,67.881,29.185,9.506,3.972,0.007,0,1081.815,5000,250,0.981,80.921,73.823,-100015.93,-100052.059,500000,OFF,1063,Oil,-100052.059,-100052.059,127.329,4.715
7/16/2020,19:40:13,41555.6,Draw 6,ON,,1,OFF,0,71.068,69.753,45.913,0,75471.371,49658.459,4671.222,0,80142.593,49658.459,163.029,1.715,1.688,161.816,4.36,126.545,132.044,0,0,0,1369,57.765,138.643,67.955,137.351,135.75,131.998,126.841,123.819,103.513,67.879,29.185,9.506,3.993,0.007,0,1081.815,5000,250,0.981,80.878,73.819,-100019.407,-100055.435,500000,OFF,1063,Oil,-100055.435,-100055.435,127.255,4.789
7/16/2020,19:40:16,41558.6,Draw 6,ON,,1,OFF,0,71.108,69.793,45.953,0,75513.833,49700.921,4671.222,0,80185.055,49700.921,163.114,1.715,1.688,161.9,4.444,126.374,132.044,0,0,0,1369,57.768,138.635,67.957,137.286,135.525,131.974,126.798,123.881,102.783,67.88,29.185,9.505,3.975,0.007,0,1081.815,5000,250,0.981,80.867,73.813,-100019.079,-100055.159,500000,OFF,1063,Oil,-100055.159,-100055.159,127.188,4.856
7/16/2020,19:40:19,41561.6,Draw 6,ON,,1,OFF,0,71.136,69.82,45.98,0,75543.556,49730.644,4671.222,0,80214.778,49730.644,163.2,1.715,1.688,161.984,4.528,126.4,132.044,0,0,0,1369,57.762,138.595,67.959,137.234,135.543,132.035,126.876,123.495,103.216,67.881,29.185,9.506,3.983,0.007,0,1081.815,5000,250,0.981,80.833,73.82,-100020.018,-100056.171,500000,OFF,1063,Oil,-100056.171,-100056.171,127.122,4.922
7/16/2020,19:40:22,41564.6,Draw 6,ON,,1,OFF,0,71.164,69.848,46.008,0,75573.279,49760.367,4671.222,0,80244.501,49760.367,163.286,1.715,1.687,162.069,4.613,126.609,132.044,0,0,0,1369,57.763,138.554,67.962,137.178,135.533,132.082,127.012,124.2,103.651,67.881,29.185,9.506,3.988,0.007,0,1081.815,5000,250,0.981,80.791,73.822,-100019.969,-100056.05,500000,OFF,1063,Oil,-100056.05,-100056.05,127.07,4.974
7/16/2020,19:40:25,41567.6,Draw 6,ON,,1,OFF,0,71.208,69.891,46.051,0,75619.987,49807.075,4671.222,0,80291.209,49807.075,163.372,1.715,1.688,162.153,4.697,126.619,132.044,0,0,0,1369,57.764,138.552,67.965,137.133,135.558,132.023,127.088,123.819,104.091,67.884,29.185,9.506,3.986,0.007,0,1081.815,5000,250,0.981,80.788,73.824,-100021.285,-100057.285,500000,OFF,1063,Oil,-100057.285,-100057.285,127.019,5.025
7/16/2020,19:40:28,41570.6,Draw 6,ON,,1,OFF,0,71.24,69.922,46.082,0,75653.956,49841.044,4671.222,0,80325.178,49841.044,163.457,1.711,1.684,162.237,4.781,126.435,132.044,0,0,0,1369,57.771,138.545,67.969,137.103,135.639,131.956,127.079,123.61,103.221,67.883,29.185,9.505,3.987,0.007,0,1081.815,5000,250,0.981,80.774,73.817,-100021.648,-100057.715,500000,OFF,1063,Oil,-100057.715,-100057.715,126.96,5.084
7/16/2020,19:40:31,41573.2,End of Draw,ON,,1,OFF,0,71.264,69.946,46.106,0,75679.433,49866.521,4671.222,0,80350.655,49866.521,163.531,1.715,1.688,162.311,4.855,126.126,132.044,0,0,0,1369,57.77,138.476,67.97,137.059,135.64,131.903,127.074,123.524,101.554,67.883,29.185,9.504,3.988,0.007,0,1081.815,5000,250,0.981,80.707,73.812,-100021.32,-100057.433,500000,OFF,1063,Oil,-100057.433,-100057.433,126.905,5.139
7/16/2020,19:40:35,41577.8,Flow End,ON,,1,OFF,0,71.32,70.001,46.161,0,75738.879,49925.967,4671.222,0,80410.101,49925.967,163.566,0,0,162.345,4.889,126.027,126.894,0,0,0,1369,57.771,138.404,67.98,136.983,135.49,131.869,127.027,123.506,101.287,67.884,29.185,9.506,3.975,0.007,0,1081.815,5000,250,0.981,80.633,77.919,-100018.855,-100054.958,500000,OFF,1063,Oil,-100054.958,-100054.958,126.805,0.089
7/16/2020,19:40:38,41580.2,Standby,ON,,1,OFF,0,71.344,70.024,46.184,0,75764.356,49951.444,4671.222,0,80435.578,49951.444,163.566,0,0,0,0,126.044,126.894,0,0,0,1369,57.774,138.395,67.984,136.95,135.365,131.858,127.107,123.495,101.488,67.883,29.185,9.506,3.98,0.007,0,1081.815,5000,250,0.981,80.621,78.915,-100018.977,-100055.048,500000,OFF,1063,Oil,-100055.048,-100055.048,126.751,0.143
7/16/2020,19:41:38,41640.2,Standby,ON,,1,OFF,0,72,70.668,46.828,42533.57,76460.719,50647.807,4671.222,0,81131.941,50647.807,163.566,0,0,0,0,127.113,126.894,0,0,0,1369,57.944,137.842,68.034,136.928,135.706,133.147,128.963,123.887,104.049,67.891,29.185,9.507,3.981,0.007,0,1081.815,5000,250,0.981,79.898,80.122,-100021.671,-100057.711,500000,OFF,1063,Oil,-100057.711,-100057.711,126.479,0.415
7/16/2020,19:42:38,41700.1,Standby,ON,,1,OFF,0,72.652,71.308,47.468,42210.809,77152.827,51339.915,4671.222,0,81824.048,51339.915,163.566,0,0,0,0,128.473,127.83,0,0,0,1369,58.148,136.474,68.092,137.711,136.215,134.374,130.359,123.742,108.437,67.906,29.185,9.509,3.974,0.007,0,1081.815,5000,250,0.981,78.325,80.988,-100022.898,-100058.782,500000,OFF,1063,Oil,-100058.782,-100058.782,127.83,0
7/16/2020,19:43:38,41760.1,Standby,ON,,1,OFF,0,73.3,71.944,48.104,41646.015,77840.664,52027.752,4671.222,0,82511.886,52027.752,163.566,0,0,0,0,129.638,129.08,0,0,0,1369,58.777,135.188,68.121,138.213,136.811,135.415,131.454,122.749,113.184,67.929,29.185,9.508,3.98,0.007,0,1081.815,5000,250,0.981,76.411,81.371,-100022.714,-100058.62,500000,OFF,1063,Oil,-100058.62,-100058.62,129.08,0
7/16/2020,19:44:38,41820.1,Standby,ON,,1,OFF,0,73.936,72.568,48.728,41117.646,78515.736,52702.824,4671.222,0,83186.958,52702.824,163.566,0,0,0,0,131.011,130.43,0,0,0,1369,62.25,134.093,68.163,138.903,137.704,136.146,132.544,123.491,117.279,67.947,29.185,9.51,3.965,0.007,0,1081.815,5000,250,0.981,71.843,81.83,-100026.32,-100062.191,500000,OFF,1063,Oil,-100062.191,-100062.191,130.43,0
7/16/2020,19:45:38,41880.1,Standby,ON,,1,OFF,0,74.548,73.168,49.328,40496.812,79165.312,53352.4,4671.222,0,83836.534,53352.4,163.566,0,0,0,0,132.566,131.839,0,0,0,1369,68.374,132.908,68.208,139.705,138.522,137.049,133.416,125.709,120.994,67.972,29.185,10.938,0,0.007,0,1081.815,5000,250,0.985,64.534,82.287,-100028.872,-100064.605,500000,OFF,1063,Oil,-100064.605,-100064.605,131.839,0
7/16/2020,19:45:39,41881.3,Burner Changed,OFF,,0,OFF,0,74.548,73.168,49.328,0,79165.312,53352.4,4671.222,0,83836.534,53352.4,163.566,0,0,0,0,132.589,131.865,0,0,0,1369,68.416,132.89,68.207,139.71,138.587,137.07,133.466,125.629,121.075,67.97,29.185,10.942,-0.005,0.007,0,1081.815,5000,250,0.985,64.474,82.286,-100030.913,-100066.687,500000,OFF,1063,Oil,-100066.687,-100066.687,131.865,0
7/16/2020,19:46:38,41940.1,Standby,OFF,,0,OFF,0,74.556,73.176,49.336,0,79173.831,53360.919,4671.222,0,83845.053,53360.919,163.566,0,0,0,0,133.276,132.995,0,0,0,1369,66.89,131.78,68.244,140.46,139.187,137.503,134.087,125.272,123.144,67.998,29.185,10.87,0,0.007,0,1081.815,5000,250,0.984,64.89,82.294,-100030.743,-100066.431,500000,OFF,1063,Oil,-100066.431,-100066.431,132.995,0
7/16/2020,19:47:38,42000.1,Standby,OFF,,0,OFF,0,74.56,73.18,49.34,0,79178.091,53365.179,4671.222,0,83849.312,53365.179,163.566,0,0,0,0,133.427,133.382,0,0,0,1369,67.029,130.704,68.252,140.554,139.292,137.57,134.076,125.71,123.359,68.024,29.185,10.856,0,0.007,0,1081.815,5000,250,0.984,63.675,82.324,-100033.861,-100069.568,500000,OFF,1063,Oil,-100069.568,-100069.568,133.382,0
7/16/2020,19:48:38,42060.1,Standby,OFF,,0,OFF,0,74.568,73.188,49.348,0,79186.609,53373.697,4671.222,0,83857.83,53373.697,163.566,0,0,0,0,133.584,133.502,0,0,0,1369,67.128,129.614,68.279,140.601,139.374,137.665,134.069,125.969,123.825,68.039,29.185,10.849,0.001,0.007,0,1081.815,5000,250,0.984,62.486,82.335,-100034.763,-100070.468,500000,OFF,1063,Oil,-100070.468,-100070.468,133.502,0
7/16/2020,19:49:38,42120.1,Standby,OFF,,0,OFF,0,74.572,73.192,49.352,0,79190.867,53377.955,4671.222,0,83862.089,53377.955,163.566,0,0,0,0,133.614,133.584,0,0,0,1369,67.16,128.568,68.271,140.645,139.43,137.801,134.205,125.57,124.031,68.062,29.185,10.844,0.001,0.007,0,1081.815,5000,250,0.984,61.408,82.339,-100036.109,-100071.945,500000,OFF,1063,Oil,-100071.945,-100071.945,133.584,0
7/16/2020,19:50:38,42180.1,Standby,OFF,,0,OFF,0,74.576,73.196,49.356,0,79195.126,53382.214,4671.222,0,83866.348,53382.214,163.566,0,0,0,0,133.635,133.629,0,0,0,1369,67.128,127.571,68.291,140.671,139.465,137.733,134.082,125.639,124.218,68.081,29.185,10.841,0.001,0.007,0,1081.815,5000,250,0.984,60.442,82.336,-100035.891,-100071.801,500000,OFF,1063,Oil,-100071.801,-100071.801,133.629,0
7/16/2020,19:51:38,42240.1,Standby,OFF,,0,OFF,0,74.584,73.203,49.363,0,79203.643,53390.731,4671.222,0,83874.865,53390.731,163.566,0,0,0,0,133.672,133.642,0,0,0,1369,67.056,126.591,68.287,140.708,139.465,137.77,134.238,125.498,124.353,68.094,29.185,10.837,0.001,0.007,0,1081.917,5000,250,0.984,59.536,82.331,-100038.026,-100073.808,500000,OFF,1063.1,Oil,-100073.808,-100073.808,133.64,0.002
7/16/2020,19:52:38,42300.1,Standby,OFF,,0,OFF,0,74.592,73.211,49.371,0,79212.16,53399.248,4671.222,0,83883.382,53399.248,163.566,0,0,0,0,133.694,133.678,0,0,0,1369,66.966,125.592,68.273,140.722,139.487,137.771,134.096,125.72,124.366,68.102,29.185,10.831,0.001,0.007,0,1081.917,5000,250,0.984,58.627,82.324,-100038.871,-100074.717,500000,OFF,1063.1,Oil,-100074.717,-100074.717,133.678,0
7/16/2020,19:53:38,42360.1,Standby,OFF,,0,OFF,0,74.596,73.215,49.375,0,79216.419,53403.507,4671.222,0,83887.641,53403.507,163.566,0,0,0,0,133.693,133.695,0,0,0,1369,66.866,124.682,68.264,140.736,139.487,137.765,134.179,125.506,124.484,68.1,29.185,10.834,0.001,0.007,0,1081.917,5000,250,0.984,57.815,82.318,-100042.38,-100078.358,500000,OFF,1063.1,Oil,-100078.358,-100078.358,133.692,0.003
7/16/2020,19:54:38,42420.1,Standby,OFF,,0,OFF,0,74.6,73.219,49.379,0,79220.678,53407.766,4671.222,0,83891.9,53407.766,163.566,0,0,0,0,133.682,133.695,0,0,0,1369,66.752,123.79,68.233,140.724,139.49,137.727,134.148,125.4,124.606,68.101,29.185,10.834,0.001,0.007,0,1081.917,5000,250,0.984,57.037,82.31,-100040.544,-100076.562,500000,OFF,1063.1,Oil,-100076.562,-100076.562,133.693,0.002
7/16/2020,19:55:38,42480.1,Standby,OFF,,0,OFF,0,74.608,73.227,49.387,0,79229.195,53416.283,4671.222,0,83900.417,53416.283,163.566,0,0,0,0,133.722,133.705,0,0,0,1369,66.646,122.891,68.232,140.723,139.484,137.747,134.116,125.558,124.702,68.1,29.185,10.82,0.001,0.007,0,1081.917,5000,250,0.984,56.245,82.301,-100042.754,-100078.945,500000,OFF,1063.1,Oil,-100078.945,-100078.945,133.705,0
7/16/2020,19:56:38,42540.1,Standby,OFF,,0,OFF,0,74.616,73.235,49.395,0,79237.712,53424.8,4671.222,0,83908.934,53424.8,163.566,0,0,0,0,133.737,133.731,0,0,0,1369,66.538,121.969,68.219,140.743,139.489,137.776,134.191,125.48,124.741,68.094,29.185,10.824,0.001,0.007,0,1081.917,5000,250,0.984,55.432,82.29,-100043.846,-100080.222,500000,OFF,1063.1,Oil,-100080.222,-100080.222,133.731,0
7/16/2020,19:57:38,42600.1,Standby,OFF,,0,OFF,0,74.628,73.247,49.407,0,79250.488,53437.576,4671.222,0,83921.71,53437.576,163.566,0,0,0,0,133.743,133.731,0,0,0,1369,66.43,121.097,68.211,140.732,139.477,137.774,134.177,125.494,124.802,68.091,29.185,10.833,0.001,0.007,0,1081.917,5000,250,0.984,54.667,82.28,-100044.186,-100080.658,500000,ON,1063.1,Oil,-100080.658,-100080.658,133.729,0.002
7/16/2020,19:58:38,42660.1,Standby,OFF,,0,OFF,0,74.636,73.255,49.415,0,79259.006,53446.094,4671.222,0,83930.228,53446.094,164.615,1.029,1.018,0,0,133.723,133.734,0,0,0,1369,58.525,120.237,68.176,140.704,139.462,137.76,134.148,125.409,124.855,68.082,29.185,10.83,0.001,0.007,0,1081.917,5000,250,0.984,61.712,76.618,-100042.165,-100078.654,500000,ON,1063.1,Oil,-100078.654,-100078.654,133.723,0.011
7/16/2020,19:59:38,42720.1,Standby,OFF,,0,OFF,0,74.648,73.266,49.426,0,79271.782,53458.87,4671.222,0,83943.004,53458.87,165.649,1.035,1.024,0,0,133.744,133.742,0,0,0,1369,58.022,119.423,68.162,140.724,139.458,137.749,134.143,125.525,124.863,68.064,29.185,10.823,0.001,0.007,0,1081.917,5000,250,0.984,61.4,76.623,-100043.726,-100080.464,500000,ON,1063.1,Oil,-100080.464,-100080.464,133.742,0
7/16/2020,20:00:38,42780.1,Standby,OFF,,0,OFF,0,74.656,73.274,49.434,0,79280.3,53467.388,4671.222,0,83951.522,53467.388,166.679,1.018,1.008,0,0,133.698,133.745,0,0,0,1369,57.939,118.593,68.116,140.685,139.451,137.721,134.165,125.27,124.893,68.047,29.185,10.822,0.002,0.007,0,1081.917,5000,250,0.984,60.654,76.667,-100038.868,-100075.663,500000,ON,1063.1,Oil,-100075.663,-100075.663,133.731,0.014
7/16/2020,20:01:38,42840.1,Standby,OFF,,0,OFF,0,74.66,73.278,49.438,0,79284.562,53471.65,4671.222,0,83955.784,53471.65,167.702,1.026,1.016,0,0,133.716,133.745,0,0,0,1369,57.875,117.807,68.06,140.69,139.432,137.713,134.099,125.452,124.911,68.024,29.206,10.825,0.001,0.007,0,1081.917,5000,250,0.985,59.932,76.716,-100039.427,-100076.339,500000,ON,1063.1,Oil,-100076.339,-100076.339,133.742,0.003
7/16/2020,20:02:38,42900.1,Standby,OFF,,0,OFF,0,74.668,73.286,49.446,0,79293.087,53480.175,4671.222,0,83964.308,53480.175,168.728,1.029,1.018,0,0,133.792,133.748,0,0,0,1369,57.84,117.056,68.033,140.714,139.426,137.704,134.184,125.733,124.991,68.003,29.206,10.825,0.002,0.007,0,1081.917,5000,250,0.985,59.216,76.729,-100039.011,-100076.073,500000,ON,1063.1,Oil,-100076.073,-100076.073,133.748,0
7/16/2020,20:03:38,42960.1,Standby,OFF,,0,OFF,0,74.676,73.294,49.454,0,79301.612,53488.7,4671.222,0,83972.833,53488.7,169.758,1.03,1.02,0,0,133.774,133.774,0,0,0,1369,57.846,116.315,68.017,140.712,139.431,137.735,134.116,125.626,125.022,67.979,29.206,10.828,0.001,0.007,0,1081.917,5000,250,0.985,58.469,76.717,-100043.535,-100080.566,500000,ON,1063.1,Oil,-100080.566,-100080.566,133.769,0.005
7/16/2020,20:04:38,43020.1,Standby,OFF,,0,OFF,0,74.68,73.298,49.458,0,79305.874,53492.962,4671.222,0,83977.096,53492.962,170.789,1.032,1.022,0,0,133.763,133.775,0,0,0,1369,57.855,115.573,67.972,140.686,139.412,137.697,134.083,125.634,125.065,67.958,29.206,10.83,0.002,0.007,0,1081.917,5000,250,0.985,57.718,76.754,-100037.838,-100074.867,500000,ON,1063.1,Oil,-100074.867,-100074.867,133.775,0
7/16/2020,20:05:38,43080.1,Standby,OFF,,0,OFF,0,74.684,73.302,49.462,0,79310.137,53497.225,4671.222,0,83981.359,53497.225,171.823,1.033,1.024,0,0,133.796,133.784,0,0,0,1369,57.82,114.851,67.945,140.682,139.422,137.708,134.178,125.696,125.09,67.936,29.206,10.829,0.002,0.007,0,1081.917,5000,250,0.985,57.03,76.752,-100040.861,-100078.061,500000,ON,1063.1,Oil,-100078.061,-100078.061,133.784,0
7/16/2020,20:06:38,43140.1,Standby,OFF,,0,OFF,0,74.692,73.31,49.47,0,79318.663,53505.751,4671.222,0,83989.885,53505.751,172.857,1.038,1.028,0,0,133.784,133.788,0,0,0,1369,57.83,114.15,67.919,140.666,139.417,137.695,134.119,125.704,125.105,67.911,29.206,10.829,0.001,0.007,0,1081.917,5000,250,0.985,56.32,76.682,-100040.848,-100078.108,500000,ON,1063.1,Oil,-100078.108,-100078.108,133.777,0.011
7/16/2020,20:07:38,43200.1,Standby,OFF,,0,OFF,0,74.7,73.318,49.478,0,79327.19,53514.278,4671.222,0,83998.411,53514.278,173.892,1.037,1.028,0,0,133.796,133.788,0,0,0,1369,57.832,113.474,67.858,140.691,139.418,137.7,134.089,125.732,125.148,67.894,29.206,10.824,0.001,0.007,0,1081.917,5000,250,0.985,55.643,76.753,-100042.327,-100079.705,500000,ON,1063.1,Oil,-100079.705,-100079.705,133.787,0.001
7/16/2020,20:07:38,43200.3,Draw Start 7,OFF,,0,OFF,0,74.7,73.318,49.478,0,79327.19,53514.278,4671.222,0,83998.411,53514.278,173.896,1.035,1.026,172.572,0,133.796,133.788,0,0,0,1369,57.832,113.474,67.858,140.691,139.418,137.7,134.089,125.732,125.148,67.894,29.206,10.824,0.001,0.007,0,1081.917,5000,250,0.985,55.643,76.753,-100042.327,-100079.705,500000,OFF,1063.1,Oil,-100079.705,-100079.705,133.787,0.001
