Date,Time,Elapsed Time,Message,Burner/Lower Element,,Burner/Lower Element,Upper Element,Upper Element Corey,Total Uncorr. Gas Cons.,Total Corr. Gas Cons,Total Corr. Gas Cons Corey,Gas Rate (BTU/hr),Q Gas,Q Gas Corey,Q Elec,Q Elec Corey,Q Total,Q Total Corey,Total Water Cons. @Outlet,Water Flow Rate @Outlet,Water Flow Rate @Inlet,Total Water Cons. @Inlet,Total Water Cons. @Inlet Corey,Mean Tank Temp,Max Mean Tank Temp,Voltage,Current,Watts,Watt-Hours,Inlet Temp,Outlet Temp,Ambient Temp,Probe 1,Probe 2,Probe 3,Probe 4,Probe 5,Probe 6,Gas Temp,Barometer,Gas Meter Pressure,Manifold Pressure,High Flow Water Reg.,Humidity,Oil Heating Value,Water Scale Factor,Gas Scale Factor,Gas CF,Delta,Water Press.,Inlet,Outlet,Oil Scale Factor,Bypass Valve,Oil Heating Value,HV Type Selected,Tohx,Comb. Air Temp,Mean Tank Temp (60s Avg),
7/16/2020,9:47:52,6014.3,Draw 4,OFF,,0,OFF,0,45.956,45.099,21.259,0,48805.162,22992.25,4671.222,0,53476.384,22992.25,93.032,1.673,1.652,65.183,0.391,127.912,128.043,0,0,0,1369,57.777,128.126,67.707,129.069,129.208,128.615,127.285,126.678,126.615,68.368,29.194,10.812,-0.002,0.007,0,1080.899,5000,250,0.984,70.349,71.35,-100091.267,-100129.289,500000,OFF,1062.1,Oil,-100129.289,-100129.289,127.939,0.104
7/16/2020,9:47:55,6017.3,Draw 4,OFF,,0,OFF,0,45.956,45.099,21.259,0,48805.162,22992.25,4671.222,0,53476.384,22992.25,93.117,1.693,1.672,65.267,0.475,127.708,128.043,0,0,0,1369,57.773,128.562,67.703,129.077,129.172,128.609,127.277,125.493,126.619,68.367,29.194,10.808,-0.001,0.007,0,1080.899,5000,250,0.984,70.788,71.324,-100091.121,-100129.121,500000,OFF,1062.1,Oil,-100129.121,-100129.121,127.933,0.11
7/16/2020,9:47:58,6020.3,Draw 4,OFF,,0,OFF,0,45.956,45.099,21.259,0,48805.162,22992.25,4671.222,0,53476.384,22992.25,93.203,1.718,1.696,65.352,0.56,127.294,128.043,0,0,0,1369,57.787,128.709,67.703,129.104,129.199,128.603,127.27,122.969,126.62,68.364,29.194,10.808,-0.001,0.007,0,1080.899,5000,250,0.984,70.922,71.334,-100092.263,-100130.225,500000,OFF,1062.1,Oil,-100130.225,-100130.225,127.907,0.136
7/16/2020,9:48:01,6023.3,Draw 4,OFF,,0,OFF,0,45.956,45.099,21.259,0,48805.162,22992.25,4671.222,0,53476.384,22992.25,93.289,1.714,1.692,65.436,0.644,127.363,128.043,0,0,0,1369,57.786,128.762,67.704,129.103,129.201,128.623,127.263,123.371,126.617,68.361,29.194,10.81,-0.002,0.007,0,1080.899,5000,250,0.984,70.976,71.345,-100095.846,-100133.82,500000,OFF,1062.1,Oil,-100133.82,-100133.82,127.874,0.169
7/16/2020,9:48:04,6026.3,Draw 4,OFF,,0,OFF,0,45.96,45.103,21.263,0,48809.416,22996.504,4671.222,0,53480.638,22996.504,93.374,1.698,1.676,65.52,0.728,127.405,128.043,0,0,0,1369,57.79,128.791,67.704,129.092,129.163,128.567,127.241,123.754,126.612,68.362,29.194,10.813,-0.002,0.007,0,1080.899,5000,250,0.984,71.001,71.366,-100091.504,-100129.558,500000,OFF,1062.1,Oil,-100129.558,-100129.558,127.848,0.195
7/16/2020,9:48:07,6029.3,Draw 4,OFF,,0,OFF,0,45.96,45.103,21.263,0,48809.416,22996.504,4671.222,0,53480.638,22996.504,93.457,1.675,1.653,65.603,0.811,127.401,128.043,0,0,0,1369,57.788,128.802,67.698,129.094,129.154,128.574,127.248,124.107,126.229,68.36,29.194,10.811,-0.002,0.007,0,1080.899,5000,250,0.984,71.014,71.38,-100093.497,-100131.504,500000,OFF,1062.1,Oil,-100131.504,-100131.504,127.82,0.223
7/16/2020,9:48:10,6032.3,Draw 4,OFF,,0,OFF,0,45.96,45.103,21.263,0,48809.416,22996.504,4671.222,0,53480.638,22996.504,93.54,1.661,1.64,65.685,0.893,127.067,128.043,0,0,0,1369,57.785,128.817,67.696,129.089,129.115,128.54,127.045,123.667,124.948,68.357,29.194,10.821,-0.001,0.007,0,1080.899,5000,250,0.984,71.031,71.349,-100090.297,-100128.301,500000,OFF,1062.1,Oil,-100128.301,-100128.301,127.786,0.257
7/16/2020,9:48:13,6035.3,Draw 4,OFF,,0,OFF,0,45.96,45.103,21.263,0,48809.416,22996.504,4671.222,0,53480.638,22996.504,93.624,1.673,1.652,65.767,0.975,126.982,128.043,0,0,0,1369,57.778,128.828,67.695,129.103,129.09,128.517,127.22,124.454,123.508,68.359,29.194,10.825,-0.002,0.007,0,1080.899,5000,250,0.984,71.05,71.307,-100091.768,-100129.803,500000,OFF,1062.1,Oil,-100129.803,-100129.803,127.739,0.304
7/16/2020,9:48:16,6038.3,Draw 4,OFF,,0,OFF,0,45.96,45.103,21.263,0,48809.416,22996.504,4671.222,0,53480.638,22996.504,93.708,1.69,1.668,65.851,1.059,126.68,128.043,0,0,0,1369,57.776,128.831,67.695,129.104,129.068,128.377,127.404,124.671,121.452,68.356,29.194,10.824,-0.001,0.007,0,1080.899,5000,250,0.984,71.055,71.252,-100092.601,-100130.581,500000,OFF,1062.1,Oil,-100130.581,-100130.581,127.684,0.359
7/16/2020,9:48:19,6041.3,Draw 4,OFF,,0,OFF,0,45.96,45.103,21.263,0,48809.416,22996.504,4671.222,0,53480.638,22996.504,93.794,1.706,1.684,65.935,1.143,126.276,128.043,0,0,0,1369,57.777,128.84,67.695,129.104,129.039,128.363,127.483,124.278,119.391,68.355,29.194,10.824,-0.001,0.007,0,1080.899,5000,250,0.984,71.062,71.238,-100090.804,-100128.668,500000,OFF,1062.1,Oil,-100128.668,-100128.668,127.612,0.431
7/16/2020,9:48:22,6044.3,Draw 4,OFF,,0,OFF,0,45.96,45.103,21.263,0,48809.416,22996.504,4671.222,0,53480.638,22996.504,93.879,1.702,1.68,66.019,1.227,126.042,128.043,0,0,0,1369,57.777,128.843,67.697,129.103,129.024,128.341,127.483,124.218,118.085,68.354,29.194,10.824,-0.002,0.007,0,1080.899,5000,250,0.984,71.066,71.24,-100089.901,-100127.941,500000,OFF,1062.1,Oil,-100127.941,-100127.941,127.522,0.521
7/16/2020,9:48:24,6046.1,Burner Changed,ON,,1,OFF,0,45.972,45.114,21.274,0,48822.164,23009.252,4671.222,0,53493.386,23009.252,93.929,1.699,1.678,66.069,1.277,125.965,128.043,0,0,0,1369,57.77,128.845,67.696,129.144,129.052,128.328,127.336,124.274,117.655,68.353,29.194,9.524,4.024,0.007,0,1080.899,5000,250,0.981,71.075,71.25,-100095.135,-100133.099,500000,OFF,1062.1,Oil,-100133.099,-100133.099,127.474,0.569
7/16/2020,9:48:25,6047.3,Draw 4,ON,,1,OFF,0,45.988,45.13,21.29,0,48839.125,23026.213,4671.222,0,53510.347,23026.213,93.963,1.694,1.673,66.102,1.31,125.935,128.043,0,0,0,1369,57.775,128.847,67.694,129.111,129.029,128.313,127.232,124.601,117.326,68.352,29.194,9.514,4.014,0.007,0,1080.899,5000,250,0.981,71.072,71.256,-100093.246,-100131.153,500000,OFF,1062.1,Oil,-100131.153,-100131.153,127.424,0.619
7/16/2020,9:48:28,6050.3,Draw 4,ON,,1,OFF,0,46.016,45.157,21.317,0,48868.805,23055.893,4671.222,0,53540.027,23055.893,94.048,1.689,1.667,66.186,1.394,125.902,128.043,0,0,0,1369,57.772,128.848,67.689,129.1,128.995,128.26,126.939,125.18,116.941,68.351,29.194,9.505,3.991,0.007,0,1080.899,5000,250,0.981,71.076,71.277,-100092.068,-100130.045,500000,OFF,1062.1,Oil,-100130.045,-100130.045,127.325,0.718
7/16/2020,9:48:31,6053.3,Draw 4,ON,,1,OFF,0,46.044,45.185,21.345,0,48898.486,23085.574,4671.222,0,53569.708,23085.574,94.132,1.694,1.672,66.269,1.477,125.719,128.043,0,0,0,1369,57.777,128.85,67.686,129.096,128.947,128.227,126.902,124.479,116.661,68.349,29.194,9.506,4.009,0.007,0,1080.899,5000,250,0.981,71.073,71.272,-100089.746,-100127.745,500000,OFF,1062.1,Oil,-100127.745,-100127.745,127.219,0.824
7/16/2020,9:48:34,6056.3,Draw 4,ON,,1,OFF,0,46.084,45.224,21.384,0,48940.887,23127.975,4671.222,0,53612.109,23127.975,94.218,1.71,1.688,66.354,1.562,125.646,128.043,0,0,0,1369,57.783,128.852,67.688,129.114,128.9,128.269,127.098,124.429,116.066,68.351,29.194,9.503,4.01,0.007,0,1080.899,5000,250,0.981,71.069,71.249,-100093.555,-100131.597,500000,OFF,1062.1,Oil,-100131.597,-100131.597,127.106,0.937
7/16/2020,9:48:37,6059.3,Draw 4,ON,,1,OFF,0,46.12,45.259,21.419,0,48979.047,23166.135,4671.222,0,53650.269,23166.135,94.304,1.714,1.692,66.438,1.646,125.533,128.043,0,0,0,1369,57.782,128.86,67.689,129.083,128.819,128.332,127.229,124.626,115.112,68.348,29.194,9.499,4.004,0.007,0,1080.899,5000,250,0.981,71.078,71.212,-100088.775,-100126.823,500000,OFF,1062.1,Oil,-100126.823,-100126.823,126.99,1.053
7/16/2020,9:48:38,6060.3,1 min data,ON,,1,OFF,0,46.128,45.267,21.427,0,48987.527,23174.615,4671.222,0,53658.749,23174.615,94.332,1.714,1.692,66.467,1.675,125.596,128.043,0,0,0,1369,57.781,128.859,67.687,129.115,128.821,128.363,127.232,124.925,115.122,68.347,29.194,9.499,4.011,0.007,0,1080.899,5000,250,0.981,71.078,71.193,-100093.194,-100131.168,500000,OFF,1062.1,Oil,-100131.168,-100131.168,126.951,1.092
7/16/2020,9:48:40,6062.3,Draw 4,ON,,1,OFF,0,46.148,45.287,21.447,0,49008.727,23195.815,4671.222,0,53679.949,23195.815,94.389,1.71,1.688,66.523,1.731,125.497,128.043,0,0,0,1369,57.784,128.856,67.688,129.087,128.799,128.35,127.226,125.234,114.287,68.346,29.194,9.497,3.987,0.007,0,1080.899,5000,250,0.981,71.072,71.157,-100091.96,-100129.896,500000,OFF,1062.1,Oil,-100129.896,-100129.896,126.872,1.171
7/16/2020,9:48:43,6065.3,Draw 4,ON,,1,OFF,0,46.184,45.322,21.482,0,49046.888,23233.976,4671.222,0,53718.109,23233.976,94.475,1.714,1.692,66.607,1.815,125.434,128.043,0,0,0,1369,57.789,128.854,67.688,129.097,128.785,128.382,127.181,125.511,113.647,68.346,29.194,9.496,3.987,0.007,0,1080.899,5000,250,0.981,71.065,71.174,-100093.014,-100131.099,500000,OFF,1062.1,Oil,-100131.099,-100131.099,126.748,1.295
7/16/2020,9:48:46,6068.3,Draw 4,ON,,1,OFF,0,46.22,45.358,21.518,0,49085.048,23272.136,4671.222,0,53756.269,23272.136,94.561,1.714,1.692,66.692,1.9,125.448,128.043,0,0,0,1369,57.798,128.858,67.689,129.08,128.747,128.399,127.244,125.929,113.287,68.345,29.194,9.495,3.984,0.007,0,1080.899,5000,250,0.981,71.06,71.233,-100091.809,-100129.814,500000,OFF,1062.1,Oil,-100129.814,-100129.814,126.625,1.418
7/16/2020,9:48:49,6071.3,Draw 4,ON,,1,OFF,0,46.248,45.385,21.545,0,49114.728,23301.816,4671.222,0,53785.95,23301.816,94.646,1.71,1.688,66.776,1.984,125.279,128.043,0,0,0,1369,57.791,128.872,67.688,129.083,128.663,128.351,127.155,125.532,112.891,68.343,29.194,9.496,3.982,0.007,0,1080.899,5000,250,0.981,71.081,71.28,-100087.587,-100125.635,500000,OFF,1062.1,Oil,-100125.635,-100125.635,126.498,1.545
7/16/2020,9:48:52,6074.3,Draw 4,ON,,1,OFF,0,46.28,45.416,21.576,0,49148.648,23335.736,4671.222,0,53819.87,23335.736,94.732,1.714,1.692,66.861,2.069,125.125,128.043,0,0,0,1369,57.8,128.896,67.686,129.081,128.783,128.309,127.003,124.95,112.623,68.341,29.194,9.496,3.99,0.007,0,1080.899,5000,250,0.981,71.096,71.303,-100089.565,-100127.562,500000,OFF,1062.1,Oil,-100127.562,-100127.562,126.362,1.681
7/16/2020,9:48:55,6077.3,Draw 4,ON,,1,OFF,0,46.324,45.459,21.619,0,49195.289,23382.377,4671.222,0,53866.511,23382.377,94.817,1.71,1.688,66.945,2.153,124.876,128.043,0,0,0,1369,57.791,128.925,67.683,129.068,128.84,128.273,127.031,123.753,112.291,68.34,29.194,9.496,3.985,0.007,0,1080.899,5000,250,0.981,71.134,71.306,-100093.372,-100131.399,500000,OFF,1062.1,Oil,-100131.399,-100131.399,126.22,1.823
7/16/2020,9:48:58,6080.3,Draw 4,ON,,1,OFF,0,46.352,45.487,21.647,0,49224.969,23412.057,4671.222,0,53896.191,23412.057,94.903,1.713,1.691,67.03,2.238,124.692,128.043,0,0,0,1369,57.8,128.99,67.684,129.068,128.834,128.239,126.818,123.602,111.589,68.337,29.194,9.496,3.983,0.007,0,1080.899,5000,250,0.981,71.189,71.3,-100091.263,-100129.141,500000,OFF,1062.1,Oil,-100129.141,-100129.141,126.087,1.956
7/16/2020,9:49:01,6083.3,Draw 4,ON,,1,OFF,0,46.38,45.514,21.674,0,49254.65,23441.738,4671.222,0,53925.872,23441.738,94.989,1.709,1.687,67.114,2.322,124.585,128.043,0,0,0,1369,57.797,129.013,67.68,129.165,128.771,128.126,126.824,124.067,110.559,68.339,29.194,9.496,3.983,0.007,0,1080.899,5000,250,0.981,71.216,71.27,-100090.992,-100129.045,500000,OFF,1062.1,Oil,-100129.045,-100129.045,125.954,2.089
7/16/2020,9:49:04,6086.3,Draw 4,ON,,1,OFF,0,46.424,45.558,21.718,0,49301.291,23488.379,4671.222,0,53972.513,23488.379,95.074,1.71,1.688,67.199,2.407,124.681,128.043,0,0,0,1369,57.799,129.048,67.678,129.164,128.729,128.166,126.887,125.051,110.092,68.336,29.194,9.496,3.985,0.007,0,1080.899,5000,250,0.981,71.249,71.261,-100090.681,-100128.631,500000,OFF,1062.1,Oil,-100128.631,-100128.631,125.817,2.226
7/16/2020,9:49:07,6089.3,Draw 4,ON,,1,OFF,0,46.456,45.589,21.749,0,49335.211,23522.299,4671.222,0,54006.433,23522.299,95.159,1.71,1.688,67.283,2.491,124.608,128.043,0,0,0,1369,57.794,129.111,67.68,129.115,128.778,128.163,126.936,124.868,109.788,68.334,29.194,9.495,3.984,0.007,0,1080.899,5000,250,0.981,71.317,71.26,-100091.504,-100129.468,500000,OFF,1062.1,Oil,-100129.468,-100129.468,125.681,2.362
7/16/2020,9:49:10,6092.3,Draw 4,ON,,1,OFF,0,46.484,45.616,21.776,0,49364.892,23551.98,4671.222,0,54036.114,23551.98,95.245,1.709,1.687,67.367,2.575,124.582,128.043,0,0,0,1369,57.807,129.223,67.686,129.093,128.752,128.155,127.138,124.355,109.999,68.333,29.194,9.495,4,0.007,0,1080.899,5000,250,0.981,71.416,71.258,-100089.538,-100127.53,500000,OFF,1062.1,Oil,-100127.53,-100127.53,125.546,2.497
7/16/2020,9:49:13,6095.3,Draw 4,ON,,1,OFF,0,46.52,45.652,21.812,0,49403.053,23590.141,4671.222,0,54074.275,23590.141,95.33,1.71,1.688,67.452,2.66,124.603,128.043,0,0,0,1369,57.794,129.255,67.687,129.073,128.772,128.1,127.042,125.201,109.433,68.33,29.194,9.495,3.993,0.007,0,1080.899,5000,250,0.981,71.461,71.262,-100093.11,-100131.043,500000,OFF,1062.1,Oil,-100131.043,-100131.043,125.427,2.616
7/16/2020,9:49:16,6098.3,Draw 4,ON,,1,OFF,0,46.556,45.687,21.847,0,49441.214,23628.302,4671.222,0,54112.436,23628.302,95.416,1.71,1.688,67.536,2.744,124.581,128.043,0,0,0,1369,57.79,129.296,67.692,129.025,128.785,128.129,126.991,125.225,109.328,68.331,29.194,9.494,3.981,0.007,0,1080.899,5000,250,0.981,71.506,71.285,-100093.859,-100131.769,500000,OFF,1062.1,Oil,-100131.769,-100131.769,125.312,2.731
7/16/2020,9:49:19,6101.3,Draw 4,ON,,1,OFF,0,46.588,45.718,21.878,0,49475.135,23662.223,4671.222,0,54146.357,23662.223,95.501,1.706,1.684,67.62,2.828,124.813,128.043,0,0,0,1369,57.782,129.318,67.693,128.922,128.792,128.171,127.061,125.085,110.846,68.331,29.194,9.495,3.985,0.007,0,1080.899,5000,250,0.981,71.535,71.315,-100090.854,-100128.79,500000,OFF,1062.1,Oil,-100128.79,-100128.79,125.224,2.819
7/16/2020,9:49:22,6104.3,Draw 4,ON,,1,OFF,0,46.62,45.75,21.91,0,49509.057,23696.145,4671.222,0,54180.278,23696.145,95.586,1.706,1.684,67.705,2.913,124.616,128.043,0,0,0,1369,57.787,129.275,67.693,128.914,128.836,128.22,127.342,124.196,110.192,68.327,29.194,9.495,3.995,0.007,0,1080.899,5000,250,0.981,71.488,71.311,-100094.649,-100132.496,500000,OFF,1062.1,Oil,-100132.496,-100132.496,125.151,2.892
7/16/2020,9:49:25,6107.3,Draw 4,ON,,1,OFF,0,46.66,45.789,21.949,0,49551.458,23738.546,4671.222,0,54222.68,23738.546,95.672,1.706,1.684,67.789,2.997,124.56,128.043,0,0,0,1369,57.792,129.278,67.694,128.866,128.798,128.192,127.608,124.607,109.292,68.327,29.194,9.494,3.988,0.007,0,1080.899,5000,250,0.981,71.486,71.281,-100092.006,-100129.965,500000,OFF,1062.1,Oil,-100129.965,-100129.965,125.081,2.962
7/16/2020,9:49:28,6110.3,Draw 4,ON,,1,OFF,0,46.688,45.816,21.976,0,49581.139,23768.227,4671.222,0,54252.361,23768.227,95.757,1.702,1.68,67.873,3.081,124.238,128.043,0,0,0,1369,57.791,129.339,67.697,128.85,128.748,128.157,127.547,123.517,108.608,68.325,29.194,9.494,3.984,0.007,0,1080.899,5000,250,0.981,71.548,71.265,-100091.238,-100129.175,500000,OFF,1062.1,Oil,-100129.175,-100129.175,125.006,3.037
7/16/2020,9:49:31,6113.3,Draw 4,ON,,1,OFF,0,46.72,45.848,22.008,0,49615.06,23802.148,4671.222,0,54286.282,23802.148,95.842,1.702,1.68,67.957,3.165,124.15,128.043,0,0,0,1369,57.79,129.396,67.701,128.924,128.742,128.103,127.413,124.075,107.646,68.325,29.194,9.494,3.979,0.007,0,1080.899,5000,250,0.981,71.606,71.252,-100091.029,-100129.037,500000,OFF,1062.1,Oil,-100129.037,-100129.037,124.923,3.12
7/16/2020,9:49:34,6116.3,Draw 4,ON,,1,OFF,0,46.764,45.891,22.051,0,49661.702,23848.79,4671.222,0,54332.924,23848.79,95.927,1.699,1.677,68.041,3.249,124.271,128.043,0,0,0,1369,57.794,129.373,67.707,128.98,128.749,128.277,127.208,124.791,107.619,68.323,29.194,9.493,3.984,0.007,0,1080.899,5000,250,0.981,71.579,71.257,-100090.96,-100128.864,500000,OFF,1062.1,Oil,-100128.864,-100128.864,124.851,3.192
7/16/2020,9:49:37,6119.3,Draw 4,ON,,1,OFF,0,46.792,45.918,22.078,0,49691.383,23878.471,4671.222,0,54362.605,23878.471,96.012,1.702,1.68,68.125,3.333,124.327,128.043,0,0,0,1369,57.794,129.374,67.714,129.017,128.857,128.312,127.329,124.476,107.973,68.324,29.194,9.493,3.977,0.007,0,1080.899,5000,250,0.981,71.58,71.251,-100091.47,-100129.393,500000,OFF,1062.1,Oil,-100129.393,-100129.393,124.786,3.257
7/16/2020,9:49:38,6120.3,1 min data,ON,,1,OFF,0,46.8,45.926,22.086,0,49699.864,23886.952,4671.222,0,54371.085,23886.952,96.04,1.698,1.676,68.152,3.36,124.306,128.043,0,0,0,1369,57.792,129.382,67.715,129.025,128.887,128.3,127.438,124.319,107.869,68.321,29.194,9.494,3.99,0.007,0,1080.899,5000,250,0.981,71.59,71.25,-100090.514,-100128.443,500000,OFF,1062.1,Oil,-100128.443,-100128.443,124.766,3.277
7/16/2020,9:49:40,6122.3,Draw 4,ON,,1,OFF,0,46.82,45.946,22.106,0,49721.065,23908.153,4671.222,0,54392.286,23908.153,96.097,1.698,1.676,68.208,3.416,124.128,128.043,0,0,0,1369,57.797,129.406,67.717,129.027,129,128.261,127.681,124.159,106.638,68.322,29.194,9.493,3.97,0.007,0,1080.899,5000,250,0.981,71.61,71.225,-100089.364,-100127.349,500000,OFF,1062.1,Oil,-100127.349,-100127.349,124.721,3.322
7/16/2020,9:49:43,6125.3,Draw 4,ON,,1,OFF,0,46.864,45.989,22.149,0,49767.707,23954.795,4671.222,0,54438.929,23954.795,96.182,1.694,1.672,68.292,3.5,124.103,128.043,0,0,0,1369,57.8,129.474,67.721,129.078,129.071,128.327,127.774,124.672,105.699,68.318,29.194,9.493,3.993,0.007,0,1080.899,5000,250,0.981,71.674,71.147,-100091.236,-100129.1,500000,OFF,1062.1,Oil,-100129.1,-100129.1,124.654,3.389
7/16/2020,9:49:46,6128.3,Draw 4,ON,,1,OFF,0,46.9,46.024,22.184,0,49805.868,23992.956,4671.222,0,54477.09,23992.956,96.267,1.698,1.676,68.376,3.584,124.243,128.043,0,0,0,1369,57.809,129.446,67.727,129.158,129.13,128.24,127.456,125.291,106.181,68.319,29.194,9.492,4.002,0.007,0,1080.899,5000,250,0.981,71.637,71.071,-100093.043,-100130.946,500000,OFF,1062.1,Oil,-100130.946,-100130.946,124.59,3.453
7/16/2020,9:49:49,6131.3,Draw 4,ON,,1,OFF,0,46.928,46.052,22.212,0,49835.55,24022.638,4671.222,0,54506.772,24022.638,96.351,1.694,1.672,68.459,3.667,124.143,128.043,0,0,0,1369,57.815,129.463,67.729,129.188,129.25,128.191,127.506,125.55,105.17,68.316,29.194,9.491,3.988,0.007,0,1080.899,5000,250,0.981,71.647,70.995,-100091.086,-100128.968,500000,OFF,1062.1,Oil,-100128.968,-100128.968,124.532,3.511
7/16/2020,9:49:52,6134.3,Draw 4,ON,,1,OFF,0,46.96,46.083,22.243,0,49869.471,24056.559,4671.222,0,54540.693,24056.559,96.436,1.691,1.669,68.543,3.751,124.013,128.043,0,0,0,1369,57.819,129.444,67.73,129.232,129.397,128.203,127.312,125.205,104.731,68.316,29.194,9.491,3.985,0.007,0,1080.899,5000,250,0.981,71.625,70.907,-100092.89,-100130.814,500000,OFF,1062.1,Oil,-100130.814,-100130.814,124.475,3.568
7/16/2020,9:49:55,6137.3,Draw 4,ON,,1,OFF,0,47,46.122,22.282,0,49911.874,24098.962,4671.222,0,54583.095,24098.962,96.52,1.689,1.667,68.626,3.834,123.779,128.043,0,0,0,1369,57.814,129.53,67.732,129.367,129.254,128.22,127.326,124.035,104.474,68.314,29.194,9.491,3.981,0.007,0,1080.899,5000,250,0.981,71.716,70.816,-100093.589,-100131.474,500000,OFF,1062.1,Oil,-100131.474,-100131.474,124.416,3.627
7/16/2020,9:49:58,6140.3,Draw 4,ON,,1,OFF,0,47.028,46.15,22.31,0,49941.555,24128.643,4671.222,0,54612.777,24128.643,96.605,1.69,1.668,68.71,3.918,123.757,128.043,0,0,0,1369,57.813,129.511,67.736,129.505,129.264,128.246,127.383,123.628,104.517,68.313,29.194,9.492,3.979,0.007,0,1080.899,5000,250,0.981,71.698,70.739,-100091.423,-100129.318,500000,OFF,1062.1,Oil,-100129.318,-100129.318,124.363,3.68
7/16/2020,9:50:01,6143.3,Draw 4,ON,,1,OFF,0,47.06,46.181,22.341,0,49975.477,24162.565,4671.222,0,54646.699,24162.565,96.689,1.686,1.664,68.793,4.001,123.878,128.043,0,0,0,1369,57.807,129.662,67.737,129.682,129.051,128.214,127.161,124.291,104.867,68.312,29.194,9.491,3.979,0.007,0,1080.899,5000,250,0.981,71.855,70.679,-100089.752,-100127.629,500000,OFF,1062.1,Oil,-100127.629,-100127.629,124.326,3.717
7/16/2020,9:50:04,6146.3,Draw 4,ON,,1,OFF,0,47.104,46.224,22.384,0,50022.12,24209.208,4671.222,0,54693.342,24209.208,96.774,1.694,1.672,68.876,4.084,123.886,128.043,0,0,0,1369,57.816,129.676,67.734,129.622,129.061,128.219,127.318,124.552,104.546,68.312,29.194,9.491,3.979,0.007,0,1080.899,5000,250,0.981,71.86,70.596,-100091.649,-100129.539,500000,OFF,1062.1,Oil,-100129.539,-100129.539,124.289,3.754
7/16/2020,9:50:07,6149.3,Draw 4,ON,,1,OFF,0,47.132,46.252,22.412,0,50051.801,24238.889,4671.222,0,54723.023,24238.889,96.86,1.718,1.696,68.961,4.169,123.877,128.043,0,0,0,1369,57.829,129.8,67.734,129.578,129.199,128.214,127.602,124.638,104.031,68.309,29.194,9.491,3.968,0.007,0,1080.899,5000,250,0.981,71.97,70.542,-100092.204,-100130.118,500000,OFF,1062.1,Oil,-100130.118,-100130.118,124.25,3.793
7/16/2020,9:50:10,6152.3,Draw 4,ON,,1,OFF,0,47.16,46.279,22.439,0,50081.483,24268.571,4671.222,0,54752.705,24268.571,96.946,1.722,1.7,69.046,4.254,123.849,128.043,0,0,0,1369,57.831,129.755,67.735,129.542,129.118,128.143,127.348,124.724,104.218,68.309,29.194,9.491,3.98,0.007,0,1080.899,5000,250,0.981,71.924,70.532,-100088.221,-100126.106,500000,OFF,1062.1,Oil,-100126.106,-100126.106,124.214,3.829
7/16/2020,9:50:13,6155.3,Draw 4,ON,,1,OFF,0,47.2,46.319,22.479,0,50123.886,24310.974,4671.222,0,54795.108,24310.974,97.032,1.726,1.703,69.131,4.339,123.578,128.043,0,0,0,1369,57.835,129.712,67.739,129.563,129.1,128.144,126.972,123.848,103.841,68.309,29.194,9.491,3.987,0.007,0,1080.899,5000,250,0.981,71.877,70.543,-100093.098,-100131.022,500000,OFF,1062.1,Oil,-100131.022,-100131.022,124.17,3.873
7/16/2020,9:50:16,6158.3,Draw 4,ON,,1,OFF,0,47.236,46.354,22.514,0,50162.048,24349.136,4671.222,0,54833.27,24349.136,97.118,1.722,1.7,69.216,4.424,123.554,128.043,0,0,0,1369,57.838,129.794,67.742,129.576,129.073,128.131,127.11,124.19,103.241,68.308,29.194,9.489,3.982,0.007,0,1080.899,5000,250,0.981,71.956,70.548,-100093.624,-100131.439,500000,OFF,1062.1,Oil,-100131.439,-100131.439,124.12,3.923
7/16/2020,9:50:19,6161.3,Draw 4,ON,,1,OFF,0,47.264,46.381,22.541,0,50191.73,24378.818,4671.222,0,54862.952,24378.818,97.205,1.727,1.704,69.302,4.51,123.586,128.043,0,0,0,1369,57.845,129.884,67.745,129.544,129.015,128.131,127.563,123.913,103.35,68.306,29.194,9.489,3.964,0.007,0,1080.899,5000,250,0.981,72.039,70.532,-100091.206,-100129.097,500000,OFF,1062.1,Oil,-100129.097,-100129.097,124.064,3.979
7/16/2020,9:50:22,6164.3,Draw 4,ON,,1,OFF,0,47.296,46.413,22.573,0,50225.652,24412.74,4671.222,0,54896.874,24412.74,97.291,1.722,1.7,69.387,4.595,123.525,128.043,0,0,0,1369,57.849,129.827,67.748,129.556,129.073,128.169,127.762,123.858,102.73,68.304,29.194,9.477,3.986,0.007,0,1080.899,5000,250,0.981,71.977,70.504,-100092.187,-100130.084,500000,OFF,1062.1,Oil,-100130.084,-100130.084,124.004,4.039
7/16/2020,9:50:25,6167.3,Draw 4,ON,,1,OFF,0,47.336,46.452,22.612,0,50268.054,24455.142,4671.222,0,54939.276,24455.142,97.377,1.722,1.7,69.472,4.68,123.521,128.043,0,0,0,1369,57.852,129.885,67.743,129.546,129.007,128.507,127.829,124.112,102.124,68.305,29.194,9.485,3.983,0.007,0,1080.899,5000,250,0.981,72.032,70.5,-100092.804,-100130.741,500000,OFF,1062.1,Oil,-100130.741,-100130.741,123.952,4.091
